Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Test,Test_Indicator,Concentration (ug/ml),No_of_Cells (cells/well),Time (hr),Cell_Viability (%)
Dendrimer,O,Sphere,C12,Commercial,Neutral,HeLa,Cervix,Epithelial,Adult,L,Live/Dead,PropidiumIodide,10.1,,1,90.1
Dendrimer,O,Sphere,C12,Commercial,Neutral,HeLa,Cervix,Epithelial,Adult,L,Live/Dead,PropidiumIodide,30.2,,1,86.9
Dendrimer,O,Sphere,Ac,Commercial,Neutral,HeLa,Cervix,Epithelial,Adult,L,Live/Dead,PropidiumIodide,1.7,,1,99
Dendrimer,O,Sphere,Ac,Commercial,Neutral,HeLa,Cervix,Epithelial,Adult,L,Live/Dead,PropidiumIodide,8.5,,1,97.2
Dendrimer,O,Sphere,Ac,Commercial,Neutral,HeLa,Cervix,Epithelial,Adult,L,Live/Dead,PropidiumIodide,25.3,,1,97
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,2.27424,10000,6,97.012
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,4.54848,10000,6,96.084
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,9.2391,10000,6,95.024
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,18.4782,10000,6,93.169
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,36.9564,10000,6,94.229
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,73.9128,10000,6,92.904
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,110.8692,10000,6,93.699
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,147.8256,10000,6,96.482
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,2.27424,10000,12,91.976
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,4.54848,10000,12,91.711
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,9.2391,10000,12,89.855
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,18.4782,10000,12,87.735
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,36.9564,10000,12,86.41
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,73.9128,10000,12,84.952
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,110.8692,10000,12,84.952
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,147.8256,10000,12,90.916
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,2.27424,10000,24,94.759
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,4.54848,10000,24,92.904
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,9.2391,10000,24,91.048
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,18.4782,10000,24,89.325
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,36.9564,10000,24,87.072
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,73.9128,10000,24,87.735
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,110.8692,10000,24,88.398
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,147.8256,10000,24,89.325
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,2.27424,10000,48,96.084
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,4.54848,10000,48,93.434
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,9.2391,10000,48,91.181
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,18.4782,10000,48,88.928
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,36.9564,10000,48,81.108
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,73.9128,10000,48,73.157
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,110.8692,10000,48,67.59
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,147.8256,10000,48,55.265
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,2.27424,10000,72,100.86
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,4.54848,10000,72,101.52
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,9.2391,10000,72,99.265
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,18.4782,10000,72,99.265
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,36.9564,10000,72,97.542
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,73.9128,10000,72,58.976
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,110.8692,10000,72,36.048
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,AlamarBlue,AlamarBlue,147.8256,10000,72,30.084
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,2.27424,10000,6,92.157
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,4.54848,10000,6,88.235
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,9.2391,10000,6,88.235
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,18.4782,10000,6,81.232
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,36.9564,10000,6,80.112
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,73.9128,10000,6,75.91
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,110.8692,10000,6,76.19
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,147.8256,10000,6,76.19
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,2.27424,10000,12,97.199
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,4.54848,10000,12,94.398
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,9.2391,10000,12,96.359
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,18.4782,10000,12,93.277
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,36.9564,10000,12,88.235
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,73.9128,10000,12,78.151
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,110.8692,10000,12,77.031
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,147.8256,10000,12,68.347
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,2.27424,10000,24,102.52
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,4.54848,10000,24,99.44
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,9.2391,10000,24,105.32
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,18.4782,10000,24,106.72
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,36.9564,10000,24,103.36
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,73.9128,10000,24,86.555
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,110.8692,10000,24,74.51
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,147.8256,10000,24,43.697
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,2.27424,10000,48,112.89
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,4.54848,10000,48,149.3
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,9.2391,10000,48,173.95
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,18.4782,10000,48,180.67
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,36.9564,10000,48,169.47
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,73.9128,10000,48,103.64
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,110.8692,10000,48,69.468
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,147.8256,10000,48,28.011
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,2.27424,10000,72,89.076
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,4.54848,10000,72,92.997
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,9.2391,10000,72,115.41
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,18.4782,10000,72,109.8
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,36.9564,10000,72,128.29
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,73.9128,10000,72,59.384
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,110.8692,10000,72,25.21
Dendrimer,O,Sphere,None,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,147.8256,10000,72,21.569
Dendrimer,O,Sphere,NH2,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,101.21
Dendrimer,O,Sphere,NH2,Commercial,Neutral,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,100.47
Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,109.95
Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,102.33
Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,94.14
Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,99.163
Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,87.07
Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,24,68.279
Dendrimer,O,Sphere,None,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,101.21
Dendrimer,O,Sphere,None,Commercial,Neutral,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,105.67
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,102.7
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,94.512
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,71.628
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,55.442
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,64.372
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,24,56.744
Dendrimer,O,Sphere,None,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,93.767
Dendrimer,O,Sphere,None,Commercial,Neutral,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,96.558
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,78.884
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,17.302
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,11.535
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,11.535
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,9.8605
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,24,5.5814
Dendrimer,O,Sphere,None,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,103.19
Dendrimer,O,Sphere,None,Commercial,Neutral,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,92.89
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,104.24
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,101.09
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,76.077
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,73.135
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,73.765
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,5,100000,72,70.823
Dendrimer,O,Sphere,None,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,101.51
Dendrimer,O,Sphere,None,Commercial,Neutral,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,97.093
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,107.18
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,41.611
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,27.11
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,28.371
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,38.249
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,45.814
Dendrimer,O,Sphere,None,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,95.412
Dendrimer,O,Sphere,None,Commercial,Neutral,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,99.615
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,103.61
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,13.24
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,11.979
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,11.559
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,9.8774
Dendrimer,O,Sphere,None,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,9.2469
Dendrimer,O,Sphere,OH,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,1,100000,72,107.16
Dendrimer,O,Sphere,OS,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,1,100000,72,91.852
Dendrimer,O,Sphere,SC,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,1,100000,72,113.09
Dendrimer,O,Sphere,C12,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,1,100000,72,110.62
Dendrimer,O,Sphere,OH,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,119.26
Dendrimer,O,Sphere,OS,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,84.938
Dendrimer,O,Sphere,SC,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,114.32
Dendrimer,O,Sphere,C12,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,10,100000,72,39.012
Dendrimer,O,Sphere,OH,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,110.86
Dendrimer,O,Sphere,OS,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,92.346
Dendrimer,O,Sphere,SC,Commercial,Negative,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,118.02
Dendrimer,O,Sphere,C12,Commercial,Positive,hNPC,Brain,Neuronal,Embryonic,P,MTT,TetrazoliumSalt,100,100000,72,13.086
PLGA,O,Sphere,None,Emulsion-Solvent Evaporation ,Negative,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,312,10000,24,98.674
PLGA,O,Sphere,None,Emulsion-Solvent Evaporation ,Negative,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,625,10000,24,97.082
PLGA,O,Sphere,None,Emulsion-Solvent Evaporation ,Negative,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,1250,10000,24,95.491
PLGA,O,Sphere,None,Emulsion-Solvent Evaporation ,Negative,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,2500,10000,24,87.851
PLGA,O,Sphere,None,Emulsion-Solvent Evaporation ,Negative,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,5000,10000,24,83.077
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,312,10000,24,99.31
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,625,10000,24,96.923
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,1250,10000,24,92.944
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,2500,10000,24,90.716
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,Colon,Epithelial,Adult,L,MTS,TetrazoliumSalt,5000,10000,24,86.897
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,25000,72,89.009
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1000,25000,72,82.358
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1500,25000,72,76.274
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,3000,25000,72,74.151
PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5000,25000,72,74.575
PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,25000,72,85.613
PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1000,25000,72,73.726
PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1500,25000,72,72.453
PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,3000,25000,72,63.255
PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5000,25000,72,57.877
PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,300,25000,72,85.896
PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1000,25000,72,65.236
PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1500,25000,72,63.821
PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,3000,25000,72,63.538
PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5000,25000,72,65.236
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,25000,4,102.57
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,500,25000,4,101.47
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1000,25000,4,101.32
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,3000,25000,4,98.78
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5000,25000,4,95.641
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,25000,24,100.12
PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Calu-3,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,500,25000,24,98.63
